"","number","year","species","data","cv","predicted","residual","nll","numero"
"1579",2,59,10,1632100,0.1,185688000,-4.7342,1133.55,1000
"1580",2,60,10,2254120,0.1,194143000,-4.45584,1005.97,1000
"1581",2,61,10,1911790,0.1,162423000,-4.44217,999.723,1000
"1582",2,62,10,2050790,0.1,125553000,-4.1145,859.607,1000
"1583",2,63,10,2001050,0.1,151531000,-4.32712,949.322,1000
"1584",2,64,10,1826570,0.1,161253000,-4.48053,1016.79,1000
"1585",2,65,10,1768220,0.1,203279000,-4.74461,1138.57,1000
"1586",2,66,10,1754620,0.1,215186000,-4.80925,1169.44,1000
"1587",2,67,10,1727990,0.1,179148000,-4.64126,1090.04,1000
"1588",2,68,10,1662520,0.1,133126000,-4.38296,973.458,1000
"1589",2,69,10,1428860,0.1,139373000,-4.58028,1061.74,1000
"1590",2,70,10,1701270,0.1,111435000,-4.18206,887.445,1000
"1591",2,71,10,1775930,0.1,77814000,-3.78,727.425,1000
"1592",2,72,10,1774530,0.1,59178300,-3.50702,627.965,1000
"1593",2,73,10,1504920,0.1,39469200,-3.26678,546.435,1000
"1594",2,74,10,1835360,0.1,54236100,-3.3861,586.324,1000
"1595",2,75,10,1535390,0.1,298439000,-5.26978,1401.39,1000
"1596",2,76,10,1905380,0.1,377371000,-5.28855,1411.51,1000
"1597",2,77,10,1360930,0.1,415731000,-5.72187,1649.73,1000
"1598",2,78,10,1709040,0.1,364187000,-5.36174,1450.38,1000
"1599",2,79,10,1490700,0.1,285946000,-5.25656,1394.4,1000
"1600",2,80,10,1773930,0.1,213995000,-4.79275,1161.53,1000
"1601",2,1,11,15254100,0.1,517910000,-3.52495,636.422,1000
"1602",2,2,11,16213000,0.1,3.66119e+11,-10.0249,5040.15,1000
"1603",2,3,11,15566200,0.1,1.54939e+12,-11.5083,6637.19,1000
"1604",2,4,11,18489400,0.1,3.87911e+12,-12.2539,7523.28,1000
"1605",2,5,11,15918400,0.1,5.11774e+12,-12.6807,8055.27,1000
"1606",2,6,11,18717400,0.1,5.42136e+12,-12.5764,7923.66,1000
"1607",2,7,11,20245600,0.1,5.23182e+12,-12.4623,7780.93,1000
"1608",2,8,11,19875700,0.1,4.10314e+12,-12.2378,7503.57,1000
"1609",2,9,11,20281200,0.1,3.22719e+12,-11.9774,7188.38,1000
"1610",2,10,11,18324000,0.1,2.42793e+12,-11.7943,6970.66,1000
"1611",2,11,11,19185900,0.1,1.83409e+12,-11.4679,6591,1000
"1612",2,12,11,19397600,0.1,2.34789e+12,-11.7039,6864.44,1000
"1613",2,13,11,18587400,0.1,4.41824e+12,-12.3788,7677.05,1000
"1614",2,14,11,19407700,0.1,5.00474e+12,-12.4602,7778.26,1000
"1615",2,15,11,18613600,0.1,3.8096e+12,-12.2291,7492.95,1000
"1616",2,16,11,18044300,0.1,3.26999e+12,-12.1075,7344.86,1000
"1617",2,17,11,15267300,0.1,2.81855e+12,-12.126,7367.18,1000
"1618",2,18,11,13521600,0.1,4.32129e+12,-12.6748,8047.54,1000
"1619",2,19,11,14192100,0.1,5.43871e+12,-12.8564,8279.4,1000
"1620",2,20,11,13033900,0.1,4.09877e+12,-12.6586,8027.06,1000
"1621",2,21,11,12401000,0.1,3.14827e+12,-12.4446,7758.34,1000
"1622",2,22,11,11321000,0.1,2.68715e+13,-14.6799,10789.9,1000
"1623",2,23,11,9290410,0.1,4.44548e+13,-15.381,11843.4,1000
"1624",2,24,11,11036200,0.1,3.86128e+13,-15.0679,11366.9,1000
"1625",2,25,11,9851980,0.1,3.45592e+13,-15.0705,11370.7,1000
"1626",2,26,11,8849960,0.1,2.63817e+13,-14.9078,11126.7,1000
"1627",2,27,11,9487290,0.1,1.97501e+13,-14.5487,10597.9,1000
"1628",2,28,11,8462380,0.1,1.48589e+13,-14.3785,10351.6,1000
"1629",2,29,11,8373020,0.1,1.10574e+13,-14.0936,9946.02,1000
"1630",2,30,11,8413330,0.1,8.23557e+12,-13.7942,9528.5,1000
"1631",2,31,11,6498710,0.1,6.21029e+12,-13.7701,9495.11,1000
"1632",2,32,11,7607120,0.1,4.93154e+12,-13.3821,8968.46,1000
"1633",2,33,11,8086730,0.1,3.89829e+12,-13.0858,8576.46,1000
"1634",2,34,11,7791120,0.1,2.91079e+12,-12.831,8246.15,1000
"1635",2,35,11,8386140,0.1,2.26328e+12,-12.5057,7834.24,1000
"1636",2,36,11,8647360,0.1,2.56121e+12,-12.5987,7951,1000
"1637",2,37,11,9921930,0.1,4.39448e+12,-13.0011,8466.17,1000
"1638",2,38,11,9008710,0.1,5.3371e+12,-13.292,8848.5,1000
"1639",2,39,11,8521850,0.1,4.36033e+12,-13.1454,8654.69,1000
"1640",2,40,11,9082270,0.1,3.38274e+12,-12.8279,8242.35,1000
"1641",2,41,11,7482320,0.1,2.64175e+12,-12.7744,8173.72,1000
"1642",2,42,11,8497300,0.1,5.68267e+12,-13.4132,9010.25,1000
"1643",2,43,11,9663660,0.1,7.94178e+12,-13.6193,9288.93,1000
"1644",2,44,11,10471000,0.1,5.95362e+12,-13.2509,8794.1,1000
"1645",2,45,11,9119560,0.1,4.42747e+12,-13.0929,8585.87,1000
"1646",2,46,11,9723170,0.1,3.42232e+12,-12.7713,8170.04,1000
"1647",2,47,11,10701500,0.1,2.68297e+12,-12.432,7742.59,1000
"1648",2,48,11,11037400,0.1,2.50127e+12,-12.331,7617.54,1000
"1649",2,49,11,15168200,0.1,3.71473e+12,-12.4086,7713.83,1000
"1650",2,50,11,11936300,0.1,4.15597e+12,-12.7605,8156.39,1000
"1651",2,51,11,15223000,0.1,3.15973e+12,-12.2432,7509.94,1000
"1652",2,52,11,12720500,0.1,2.39784e+12,-12.1469,7392.29,1000
"1653",2,53,11,14908500,0.1,1.84127e+12,-11.724,6887.78,1000
"1654",2,54,11,16393500,0.1,2.62857e+12,-11.9851,7197.32,1000
"1655",2,55,11,11504400,0.1,3.2237e+12,-12.5433,7881.61,1000
"1656",2,56,11,16105700,0.1,3.21207e+12,-12.2033,7461.18,1000
"1657",2,57,11,14853100,0.1,3.81133e+12,-12.4553,7771.83,1000
"1658",2,58,11,14437400,0.1,4.06621e+12,-12.5484,7888.22,1000
"1659",2,59,11,13865500,0.1,3.92947e+12,-12.5546,7895.98,1000
"1660",2,60,11,14405800,0.1,3.47069e+12,-12.3922,7693.47,1000
"1661",2,61,11,14734500,0.1,7.48448e+12,-13.1381,8645.67,1000
"1662",2,62,11,15840400,0.1,1.81482e+13,-13.9515,9747.43,1000
"1663",2,63,11,16413300,0.1,2.14882e+13,-14.0849,9934.48,1000
"1664",2,64,11,15752300,0.1,1.61982e+13,-13.8434,9597.21,1000
"1665",2,65,11,15005000,0.1,2.08251e+13,-14.1433,10016.8,1000
"1666",2,66,11,13333500,0.1,2.50065e+13,-14.4444,10447,1000
"1667",2,67,11,13125100,0.1,1.95029e+13,-14.2116,10113.4,1000
"1668",2,68,11,17574200,0.1,1.44961e+13,-13.623,9294.55,1000
"1669",2,69,11,16480900,0.1,1.16591e+13,-13.4694,9086.47,1000
"1670",2,70,11,15371400,0.1,9.5558e+12,-13.3402,8913.15,1000
"1671",2,71,11,14096900,0.1,7.12515e+12,-13.1332,8639.11,1000
"1672",2,72,11,15195800,0.1,5.291e+12,-12.7605,8156.67,1000
"1673",2,73,11,13364600,0.1,3.94348e+12,-12.595,7946.68,1000
"1674",2,74,11,14983700,0.1,3.00115e+12,-12.2075,7466.35,1000
"1675",2,75,11,11903400,0.1,2.34126e+12,-12.1894,7443.95,1000
"1676",2,76,11,14344000,0.1,3.28773e+13,-14.645,10738.8,1000
"1677",2,77,11,11401800,0.1,5.55153e+13,-15.3984,11870.4,1000
"1678",2,78,11,14133400,0.1,5.28446e+13,-15.1343,11467.5,1000
"1679",2,79,11,15435900,0.1,5.10558e+13,-15.0117,11282.8,1000
"1680",2,80,11,11074200,0.1,3.87286e+13,-15.0675,11366.3,1000
